SUBCATEGORIA;DESCR_SUBCAT;DESCRABREV;CATEGORIA;DESCR_CAT;GRUPO;CAPITULO
C500;Neoplasia maligna do mamilo e aréola;C50.0 Mamilo e areola;C50;Neoplasia maligna da mama;Neoplasias malignas da mama;Neoplasias [tumores]
C501;Neoplasia maligna da porção central da mama;C50.1 Porcao central da mama;C50;Neoplasia maligna da mama;Neoplasias malignas da mama;Neoplasias [tumores]
C502;Neoplasia maligna do quadrante superior interno da mama;C50.2 Quadrante super interno da mama;C50;Neoplasia maligna da mama;Neoplasias malignas da mama;Neoplasias [tumores]
C503;Neoplasia maligna do quadrante inferior interno da mama;C50.3 Quadrante infer interno da mama;C50;Neoplasia maligna da mama;Neoplasias malignas da mama;Neoplasias [tumores]
C504;Neoplasia maligna do quadrante superior externo da mama;C50.4 Quadrante super externo da mama;C50;Neoplasia maligna da mama;Neoplasias malignas da mama;Neoplasias [tumores]
C505;Neoplasia maligna do quadrante inferior externo da mama;C50.5 Quadrante infer externo da mama;C50;Neoplasia maligna da mama;Neoplasias malignas da mama;Neoplasias [tumores]
C506;Neoplasia maligna da porção axilar da mama;C50.6 Porcao axilar da mama;C50;Neoplasia maligna da mama;Neoplasias malignas da mama;Neoplasias [tumores]
C508;Neoplasia maligna da mama com lesão invasiva;C50.8 Lesao invasiva da mama;C50;Neoplasia maligna da mama;Neoplasias malignas da mama;Neoplasias [tumores]
C509;Neoplasia maligna da mama, não especificada;C50.9 Mama NE;C50;Neoplasia maligna da mama;Neoplasias malignas da mama;Neoplasias [tumores]
C510;Neoplasia maligna dos grandes lábios;C51.0 Grandes labios;C51;Neoplasia maligna da vulva;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C511;Neoplasia maligna dos pequenos lábios;C51.1 Pequenos labios;C51;Neoplasia maligna da vulva;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C512;Neoplasia maligna do clitóris;C51.2 Clitoris;C51;Neoplasia maligna da vulva;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C518;Neoplasia maligna da vulva com lesão invasiva;C51.8 Lesao invasiva da vulva;C51;Neoplasia maligna da vulva;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C519;Neoplasia maligna da vulva, não especificada;C51.9 Vulva NE;C51;Neoplasia maligna da vulva;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C52;Neoplasia maligna da vagina;C52   Neopl malig da vagina;C52;Neoplasia maligna da vagina;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C530;Neoplasia maligna do endocérvix;C53.0 Endocervix;C53;Neoplasia maligna do colo do útero;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C531;Neoplasia maligna do exocérvix;C53.1 Exocervix;C53;Neoplasia maligna do colo do útero;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C538;Neoplasia maligna do colo do útero com lesão invasiva;C53.8 Lesao invasiva do colo do utero;C53;Neoplasia maligna do colo do útero;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C539;Neoplasia maligna do colo do útero, não especificado;C53.9 Colo do utero NE;C53;Neoplasia maligna do colo do útero;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C540;Neoplasia maligna do istmo do útero;C54.0 Istmo do utero;C54;Neoplasia maligna do corpo do útero;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C541;Neoplasia maligna do endométrio;C54.1 Endometrio;C54;Neoplasia maligna do corpo do útero;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C542;Neoplasia maligna do miométrio;C54.2 Miometrio;C54;Neoplasia maligna do corpo do útero;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C543;Neoplasia maligna do fundo do útero;C54.3 Fundo do utero;C54;Neoplasia maligna do corpo do útero;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C548;Neoplasia maligna do corpo do útero com lesão invasiva;C54.8 Lesao invasiva do corpo do utero;C54;Neoplasia maligna do corpo do útero;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C549;Neoplasia maligna do corpo do útero, não especificado;C54.9 Corpo do utero NE;C54;Neoplasia maligna do corpo do útero;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C55;Neoplasia maligna do útero, porção não especificada;C55   Neopl malig do utero porcao NE;C55;Neoplasia maligna do útero, porção não especificada;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C56;Neoplasia maligna do ovário;C56   Neopl malig do ovario;C56;Neoplasia maligna do ovário;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C570;Neoplasia maligna da trompa de Falópio;C57.0 Trompa de Falopio;C57;Neoplasia maligna de outros órgãos genitais femininos e dos não especificados;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C571;Neoplasia maligna do ligamento largo;C57.1 Ligamento largo;C57;Neoplasia maligna de outros órgãos genitais femininos e dos não especificados;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C572;Neoplasia maligna do ligamento redondo;C57.2 Ligamento redondo;C57;Neoplasia maligna de outros órgãos genitais femininos e dos não especificados;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C573;Neoplasia maligna do paramétrio;C57.3 Parametrio;C57;Neoplasia maligna de outros órgãos genitais femininos e dos não especificados;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C574;Neoplasia maligna dos anexos uterinos;C57.4 Anexos uterinos;C57;Neoplasia maligna de outros órgãos genitais femininos e dos não especificados;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C577;Neoplasia maligna de outras partes especificadas dos órgãos genitais femininos;C57.7 Outr partes espec orgaos genitais femin;C57;Neoplasia maligna de outros órgãos genitais femininos e dos não especificados;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C578;Neoplasia maligna dos órgãos genitais femininos com lesão invasiva;C57.8 Lesao invasiva dos orgaos genitais femin;C57;Neoplasia maligna de outros órgãos genitais femininos e dos não especificados;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C579;Neoplasia maligna de órgão genital feminino, não especificado;C57.9 Orgao genital femin NE;C57;Neoplasia maligna de outros órgãos genitais femininos e dos não especificados;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C58;Neoplasia maligna da placenta;C58   Neopl malig da placenta;C58;Neoplasia maligna da placenta;Neoplasias malignas dos órgãos genitais femininos;Neoplasias [tumores]
C600;Neoplasia maligna do prepúcio;C60.0 Prepucio;C60;Neoplasia maligna do pênis;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C601;Neoplasia maligna da glande;C60.1 Glande;C60;Neoplasia maligna do pênis;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C602;Neoplasia maligna do corpo do pênis;C60.2 Corpo do penis;C60;Neoplasia maligna do pênis;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C608;Neoplasia maligna do pênis com lesão invasiva;C60.8 Lesao invasiva do penis;C60;Neoplasia maligna do pênis;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C609;Neoplasia maligna do pênis, não especificado;C60.9 Penis NE;C60;Neoplasia maligna do pênis;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C61;Neoplasia maligna da próstata;C61   Neopl malig da prostata;C61;Neoplasia maligna da próstata;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C620;Neoplasia maligna do testículo criptorquídico;C62.0 Testiculo criptorquidico;C62;Neoplasia maligna dos testículos;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C621;Neoplasia maligna do testículo tópico;C62.1 Testiculo topico;C62;Neoplasia maligna dos testículos;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C629;Neoplasia maligna do testículo, sem outras especificações;C62.9 Testiculo SOE;C62;Neoplasia maligna dos testículos;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C630;Neoplasia maligna do epidídimo;C63.0 Epididimo;C63;Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C631;Neoplasia maligna do cordão espermático;C63.1 Cordao espermatico;C63;Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C632;Neoplasia maligna do escroto;C63.2 Escroto;C63;Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C637;Neoplasia maligna de outros órgãos genitais masculinos especificados;C63.7 Outr orgaos genitais masc espec;C63;Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C638;Neoplasia maligna dos órgãos genitais masculinos com lesão invasiva;C63.8 Lesao invasiva orgaos genitais masc;C63;Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C639;Neoplasia maligna de órgão genital masculino, não especificado;C63.9 Orgao genital masc NE;C63;Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados;Neoplasias malignas dos órgãos genitais masculinos;Neoplasias [tumores]
C64;Neoplasia maligna do rim, exceto pelve renal;C64   Neopl malig do rim exceto pelve renal;C64;Neoplasia maligna do rim, exceto pelve renal;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C65;Neoplasia maligna da pelve renal;C65   Neopl malig da pelve renal;C65;Neoplasia maligna da pelve renal;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C66;Neoplasia maligna dos ureteres;C66   Neopl malig dos ureteres;C66;Neoplasia maligna dos ureteres;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C670;Neoplasia maligna do trígono da bexiga;C67.0 Trigono da bexiga;C67;Neoplasia maligna da bexiga;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C671;Neoplasia maligna da cúpula da bexiga;C67.1 Cupula da bexiga;C67;Neoplasia maligna da bexiga;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C672;Neoplasia maligna da parede lateral da bexiga;C67.2 Parede lateral da bexiga;C67;Neoplasia maligna da bexiga;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C673;Neoplasia maligna da parede anterior da bexiga;C67.3 Parede anterior da bexiga;C67;Neoplasia maligna da bexiga;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C674;Neoplasia maligna da parede posterior da bexiga;C67.4 Parede posterior da bexiga;C67;Neoplasia maligna da bexiga;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C675;Neoplasia maligna do colo da bexiga;C67.5 Colo da bexiga;C67;Neoplasia maligna da bexiga;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C676;Neoplasia maligna do orifício uretérico;C67.6 Orificio ureterico;C67;Neoplasia maligna da bexiga;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C677;Neoplasia maligna do úraco;C67.7 Uraco;C67;Neoplasia maligna da bexiga;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C678;Neoplasia maligna da bexiga com lesão invasiva;C67.8 Lesao invasiva da bexiga;C67;Neoplasia maligna da bexiga;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C679;Neoplasia maligna da bexiga, sem outra especificações;C67.9 Bexiga SOE;C67;Neoplasia maligna da bexiga;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C680;Neoplasia maligna da uretra;C68.0 Uretra;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C681;Neoplasia maligna da glândula parauretral;C68.1 Gland parauretral;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C688;Neoplasia maligna dos órgãos urinários com lesão invasiva;C68.8 Lesao invasiva dos orgaos urinarios;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C689;Neoplasia maligna de órgão urinário, não especificado;C68.9 Orgao urinario NE;C68;Neoplasia maligna de outros órgãos urinários e dos não especificados;Neoplasias malignas do trato urinário;Neoplasias [tumores]
C690;Neoplasia maligna da conjuntiva;C69.0 Conjuntiva;C69;Neoplasia maligna do olho e anexos;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
C691;Neoplasia maligna da córnea;C69.1 Cornea;C69;Neoplasia maligna do olho e anexos;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
C692;Neoplasia maligna da retina;C69.2 Retina;C69;Neoplasia maligna do olho e anexos;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
C693;Neoplasia maligna da coróide;C69.3 Coroide;C69;Neoplasia maligna do olho e anexos;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
C694;Neoplasia maligna do corpo ciliar;C69.4 Corpo ciliar;C69;Neoplasia maligna do olho e anexos;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
C695;Neoplasia maligna da glândula e canal lacrimal;C69.5 Gland e canal lacrimal;C69;Neoplasia maligna do olho e anexos;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
C696;Neoplasia maligna da órbita;C69.6 Orbita;C69;Neoplasia maligna do olho e anexos;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
C698;Neoplasia maligna do olho e anexos com lesão invasiva;C69.8 Lesao invasiva do olho e anexos;C69;Neoplasia maligna do olho e anexos;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
C699;Neoplasia maligna do olho, não especificado;C69.9 Olho NE;C69;Neoplasia maligna do olho e anexos;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
C700;Neoplasia maligna das meninges cerebrais;C70.0 Meninges cerebrais;C70;Neoplasia maligna das meninges;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
C701;Neoplasia maligna das meninges espinhais;C70.1 Meninges espinhais;C70;Neoplasia maligna das meninges;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
C709;Neoplasia maligna da meninge, não especificada;C70.9 Meninge NE;C70;Neoplasia maligna das meninges;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
C710;Neoplasia maligna do cérebro, exceto lobos e ventrículos;C71.0 Cerebro exceto lobos e ventriculos;C71;Neoplasia maligna do encéfalo;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
C711;Neoplasia maligna do lobo frontal;C71.1 Lobo frontal;C71;Neoplasia maligna do encéfalo;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central;Neoplasias [tumores]
